Point.Forecast
1400.32936162804
1228.73132746017
1023.34970656649
866.314461089007
608.69664224628
540.754448271454
504.247813198476
478.585933099997
454.794596145941
438.935143996274
436.863849585547
491.769620630461
513.210866271792
840.487657162678
646.235203413056
634.777320742139
849.949543614256
809.418738040382
784.860668752105
827.474064123887
741.825596767818
881.520080759759
831.587808625977
869.080236625074
785.509967654073
749.61655695469
706.069169066057
677.623529850835
430.894538681578
417.402460291112
407.299936125655
405.197577563014
401.175128138887
394.115112053815
399.900220152102
451.607507233542
472.168037751922
810.697657230982
673.935635996426
666.186376649164
833.824116910497
805.089923291698
789.709823065878
822.624193839233
756.438196513798
849.886929315272
782.707205526761
839.435405296556
768.545061804289
746.566811695735
722.707707924658
706.493896500155
443.098631432108
435.9825005927
431.31976354444
428.112109042469
424.371528422875
420.513287502685
421.134359354121
433.367675539846
438.047816156369
719.95750041762
686.894611385061
684.262500524966
724.778658175876
722.280345415245
725.739403458079
738.091042836766
724.319296320244
751.061811962356
740.692617724828
752.429938661277
735.680475847531
727.351477244715
716.654974350227
707.535151913108
438.076414020821
434.185130499715
431.20361830197
430.155802925446
430.597445840306
429.539088362844
425.313590566987
429.87662845979
436.025845353138
714.765178837706
703.572578718347
710.04486457519
738.698748057831
742.309600920722
741.837674007751
743.215740652288
735.587795354194
744.544888396572
736.272272100843
741.406026383586
732.728483116979
729.272552006297
721.831489627033
712.236513530453
444.243941669281
446.517243540252
441.3576965258
429.164311197885
427.845745858406
431.981862968268
434.700117204134
438.053358533626
442.303634115291
716.498693594507
719.224919511948
725.834740489139
734.058336711995
734.114710112864
735.441333406834
739.803927088593
738.983531176772
740.44529678301
732.327635669384
725.065723667047
715.169769102735
713.039355516294
707.184843846218
701.289644584678
431.885713831547
428.065502573038
425.021386748974
423.652976935616
425.062868569087
424.68909449387
423.729919123837
423.781177303621
426.529340314711
698.142849017171
700.985788571455
706.02644770051
713.573082862058
720.945325383271
729.474524521936
734.778734903432
735.430202111965
736.170609782229
739.171771573372
740.534695788727
735.951912838855
730.465744060617
723.93235100734
715.526092619613
441.9346428559
436.368816155477
433.321033355557
432.059104290506
433.830152949501
435.556173145813
438.646871357954
441.819422238321
444.294635607071
715.399071770802
718.786554559787
719.894326558299
721.260345400033
722.438687747441
726.988017802249
730.07514855492
731.213969180999
736.836627798159
740.53981479924
741.822153131932
739.617581811777
733.454617122567
724.556188308386
717.447813829408
451.599415550166
454.089367391278
454.472803978261
454.625910736318
453.057070997902
450.04605840801
448.211421199248
449.85137385038
453.278722749554
725.819070658792
732.494037502341
738.872554832566
743.822581655542
747.608616845495
752.613768381245
757.780044294286
760.546584679635
763.182938506605
763.604998774368
761.458994136867
756.593486483359
748.844794055311
743.689333834711
743.943183427171
475.313265297323
471.183651009409
470.137893976963
471.414803101485
469.251960516915
462.809692307017
455.733443173545
455.081371356489
457.490464440357
726.16627113336
728.041421918493
729.594209915079
729.528278316476
729.6699449852
730.098264614087
732.714037948946
732.954997694984
731.65015416073
731.056949155092
729.729119078339
728.932386445244
722.083596756382
714.233021760955
711.264841941824
442.627607075511
441.464182931245
440.222446094594
439.661715265027
439.260628757542
438.699282604225
438.699874023745
439.109861037921
440.473016965937
709.247019205309
711.535701391895
714.212420899792
715.446234454067
717.958809738594
723.872787837005
726.47801148789
725.384174167344
724.4842843173
724.352071541132
722.804229433237
719.191880840442
714.50939477215
710.266018093702
707.063715474216
439.663336242207
439.661963868383
439.061381867333
437.821429132568
436.661346070608
435.821063646455
435.421390574423
434.865119639046
435.26625636952
703.072407974613
703.821381497611
704.300370062717
706.591714212169
711.587827573094
716.26490364848
720.305780369452
722.22019480985
720.787643946237
720.543426115531
719.587808203706
715.264402351622
710.54446689843
705.464375105619
701.464446836573
432.143709760462
430.023880002951
426.824596837725
423.505505196915
420.186375046885
416.707256216623
415.947565163255
417.068499519796
422.027421172418
695.069135502658
699.863775139852
707.261179690758
715.10309049452
718.261272595252
721.539728347755
723.779800351655
726.17726398127
729.738679140501
731.01673504582
732.217840217168
731.536345199276
728.776698325001
721.698289453339
713.100527350465
440.460468353379
437.821109496248
435.661679092664
431.822822396922
428.783705146832
426.46435250989
426.18446507217
427.744437466955
429.184153690912
700.825274675929
710.820810042642
726.095982036568
734.774839615191
740.532762188597
746.850622125986
749.050213936912
752.168613388716
753.968951046702
753.368587804391
753.689011298286
751.169184356481
746.610414755502
739.172500279977
731.85461202231
460.214122272664
456.815110254444
455.17558202916
453.855974646354
452.776288285493
451.256732996023
450.496977055019
450.617102582626
452.37661672889
722.897722163072
728.095623897212
735.253373745219
744.171169888606
751.408827495705
756.287253235476
758.40669567947
759.846023006366
763.045354510093
762.005479023522
759.766357904233
